Section,Name,Type,Default,Description,Model,Estimator
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>
Attributes,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>
,n_samples_fit_,int,,Number of samples in the fitted data.,NearestNeighbors,<class 'sklearn.neighbors._unsupervised.NearestNeighbors'>
Parameters,n_components,int,None,Preferred dimensionality of the projected space. If None it will be set to `n_features`.,NeighborhoodComponentsAnalysis,<class 'sklearn.neighbors._nca.NeighborhoodComponentsAnalysis'>
Parameters,init,{'auto','auto',"Initialization of the linear transformation. Possible options are `'auto'`, `'pca'`, `'lda'`, `'identity'`, `'random'`, and a numpy array of shape `(n_features_a, n_features_b)`. - `'auto'` Depending on `n_components`, the most reasonable initialization is chosen. If `n_components <= min(n_features, n_classes - 1)` we use `'lda'`, as it uses labels information. If not, but `n_components < min(n_features, n_samples)`, we use `'pca'`, as it projects data in meaningful directions (those of higher variance). Otherwise, we just use `'identity'`. - `'pca'` `n_components` principal components of the inputs passed to :meth:`fit` will be used to initialize the transformation. (See :class:`~sklearn.decomposition.PCA`) - `'lda'` `min(n_components, n_classes)` most discriminative components of the inputs passed to :meth:`fit` will be used to initialize the transformation. (If `n_components > n_classes`, the rest of the components will be zero.) (See :class:`~sklearn.discriminant_analysis.LinearDiscriminantAnalysis`) - `'identity'` If `n_components` is strictly smaller than the dimensionality of the inputs passed to :meth:`fit`, the identity matrix will be truncated to the first `n_components` rows. - `'random'` The initial transformation will be a random array of shape `(n_components, n_features)`. Each value is sampled from the standard normal distribution. - numpy array `n_features_b` must match the dimensionality of the inputs passed to :meth:`fit` and n_features_a must be less than or equal to that. If `n_components` is not `None`, `n_features_a` must match it.",NeighborhoodComponentsAnalysis,<class 'sklearn.neighbors._nca.NeighborhoodComponentsAnalysis'>
Parameters,warm_start,bool,False,"If `True` and :meth:`fit` has been called before, the solution of the previous call to :meth:`fit` is used as the initial linear transformation (`n_components` and `init` will be ignored).",NeighborhoodComponentsAnalysis,<class 'sklearn.neighbors._nca.NeighborhoodComponentsAnalysis'>
Parameters,max_iter,int,50,Maximum number of iterations in the optimization.,NeighborhoodComponentsAnalysis,<class 'sklearn.neighbors._nca.NeighborhoodComponentsAnalysis'>
Parameters,tol,float,1e-5,Convergence tolerance for the optimization.,NeighborhoodComponentsAnalysis,<class 'sklearn.neighbors._nca.NeighborhoodComponentsAnalysis'>
Parameters,callback,callable,None,"If not `None`, this function is called after every iteration of the optimizer, taking as arguments the current solution (flattened transformation matrix) and the number of iterations. This might be useful in case one wants to examine or store the transformation found after each iteration.",NeighborhoodComponentsAnalysis,<class 'sklearn.neighbors._nca.NeighborhoodComponentsAnalysis'>
Parameters,verbose,int,0,"If 0, no progress messages will be printed. If 1, progress messages will be printed to stdout. If > 1, progress messages will be printed and the `disp` parameter of :func:`scipy.optimize.minimize` will be set to `verbose - 2`.",NeighborhoodComponentsAnalysis,<class 'sklearn.neighbors._nca.NeighborhoodComponentsAnalysis'>
Attributes,random_state,int or numpy.RandomState,None,"A pseudo random number generator object or a seed for it if int. If `init='random'`, `random_state` is used to initialize the random transformation. If `init='pca'`, `random_state` is passed as an argument to PCA when initializing the transformation. Pass an int for reproducible results across multiple function calls. See :term:`Glossary <random_state>`.",NeighborhoodComponentsAnalysis,<class 'sklearn.neighbors._nca.NeighborhoodComponentsAnalysis'>
Attributes,components_,ndarray of shape (n_components,,The linear transformation learned during fitting.,NeighborhoodComponentsAnalysis,<class 'sklearn.neighbors._nca.NeighborhoodComponentsAnalysis'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,NeighborhoodComponentsAnalysis,<class 'sklearn.neighbors._nca.NeighborhoodComponentsAnalysis'>
Attributes,n_iter_,int,,Counts the number of iterations performed by the optimizer.,NeighborhoodComponentsAnalysis,<class 'sklearn.neighbors._nca.NeighborhoodComponentsAnalysis'>
Attributes,random_state_,numpy.RandomState,,Pseudo random number generator object used during initialization.,NeighborhoodComponentsAnalysis,<class 'sklearn.neighbors._nca.NeighborhoodComponentsAnalysis'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,NeighborhoodComponentsAnalysis,<class 'sklearn.neighbors._nca.NeighborhoodComponentsAnalysis'>
Parameters,norm,{'l1','l2',"The norm to use to normalize each non zero sample. If norm='max' is used, values will be rescaled by the maximum of the absolute values.",Normalizer,<class 'sklearn.preprocessing._data.Normalizer'>
Attributes,copy,bool,True,Set to False to perform inplace row normalization and avoid a copy (if the input is already a numpy array or a scipy.sparse CSR matrix).,Normalizer,<class 'sklearn.preprocessing._data.Normalizer'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,Normalizer,<class 'sklearn.preprocessing._data.Normalizer'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,Normalizer,<class 'sklearn.preprocessing._data.Normalizer'>
Parameters,nu,float,0.5,"An upper bound on the fraction of margin errors (see :ref:`User Guide <nu_svc>`) and a lower bound of the fraction of support vectors. Should be in the interval (0, 1].",NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Parameters,kernel,{'linear','rbf',"Specifies the kernel type to be used in the algorithm. If none is given, 'rbf' will be used. If a callable is given it is used to precompute the kernel matrix. For an intuitive visualization of different kernel types see :ref:`sphx_glr_auto_examples_svm_plot_svm_kernels.py`.",NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Parameters,degree,int,3,Degree of the polynomial kernel function ('poly'). Must be non-negative. Ignored by all other kernels.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Parameters,gamma,{'scale','scale',"Kernel coefficient for 'rbf', 'poly' and 'sigmoid'. - if ``gamma='scale'`` (default) is passed then it uses 1 / (n_features * X.var()) as value of gamma, - if 'auto', uses 1 / n_features - if float, must be non-negative. The default value of ``gamma`` changed from 'auto' to 'scale'.",NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Parameters,coef0,float,0.0,Independent term in kernel function. It is only significant in 'poly' and 'sigmoid'.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Parameters,shrinking,bool,True,Whether to use the shrinking heuristic. See the :ref:`User Guide <shrinking_svm>`.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Parameters,probability,bool,False,"Whether to enable probability estimates. This must be enabled prior to calling `fit`, will slow down that method as it internally uses 5-fold cross-validation, and `predict_proba` may be inconsistent with `predict`. Read more in the :ref:`User Guide <scores_probabilities>`.",NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Parameters,tol,float,1e-3,Tolerance for stopping criterion.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Parameters,cache_size,float,200,Specify the size of the kernel cache (in MB).,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Parameters,class_weight,{dict,None,"Set the parameter C of class i to class_weight[i]*C for SVC. If not given, all classes are supposed to have weight one. The ""balanced"" mode uses the values of y to automatically adjust weights inversely proportional to class frequencies as ``n_samples / (n_classes * np.bincount(y))``.",NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Parameters,verbose,bool,False,"Enable verbose output. Note that this setting takes advantage of a per-process runtime setting in libsvm that, if enabled, may not work properly in a multithreaded context.",NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Parameters,max_iter,int,-1,"Hard limit on iterations within solver, or -1 for no limit.",NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Parameters,decision_function_shape,{'ovo','ovr',"Whether to return a one-vs-rest ('ovr') decision function of shape (n_samples, n_classes) as all other classifiers, or the original one-vs-one ('ovo') decision function of libsvm which has shape (n_samples, n_classes * (n_classes - 1) / 2). However, one-vs-one ('ovo') is always used as multi-class strategy. The parameter is ignored for binary classification. decision_function_shape is 'ovr' by default. *decision_function_shape='ovr'* is recommended. Deprecated *decision_function_shape='ovo' and None*.",NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Parameters,break_ties,bool,False,"If true, ``decision_function_shape='ovr'``, and number of classes > 2, :term:`predict` will break ties according to the confidence values of :term:`decision_function`; otherwise the first class among the tied classes is returned. Please note that breaking ties comes at a relatively high computational cost compared to a simple predict. See :ref:`sphx_glr_auto_examples_svm_plot_svm_tie_breaking.py` for an example of its usage with ``decision_function_shape='ovr'``.",NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,random_state,int,None,Controls the pseudo random number generation for shuffling the data for probability estimates. Ignored when `probability` is False. Pass an int for reproducible output across multiple function calls. See :term:`Glossary <random_state>`.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,class_weight_,ndarray of shape (n_classes,,Multipliers of parameter C of each class. Computed based on the ``class_weight`` parameter.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,classes_,ndarray of shape (n_classes,,The unique classes labels.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,coef_,ndarray of shape (n_classes * (n_classes -1) / 2,,Weights assigned to the features (coefficients in the primal problem). This is only available in the case of a linear kernel. `coef_` is readonly property derived from `dual_coef_` and `support_vectors_`.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,dual_coef_,ndarray of shape (n_classes - 1,,"Dual coefficients of the support vector in the decision function (see :ref:`sgd_mathematical_formulation`), multiplied by their targets. For multiclass, coefficient for all 1-vs-1 classifiers. The layout of the coefficients in the multiclass case is somewhat non-trivial. See the :ref:`multi-class section of the User Guide <svm_multi_class>` for details.",NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,fit_status_,int,,"0 if correctly fitted, 1 if the algorithm did not converge.",NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,intercept_,ndarray of shape (n_classes * (n_classes - 1) / 2,,Constants in decision function.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,n_iter_,ndarray of shape (n_classes * (n_classes - 1) // 2,,Number of iterations run by the optimization routine to fit the model. The shape of this attribute depends on the number of models optimized which in turn depends on the number of classes.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,support_,ndarray of shape (n_SV,,Indices of support vectors.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,support_vectors_,ndarray of shape (n_SV,,Support vectors.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,n_support_,ndarray of shape (n_classes,,Number of support vectors for each class.,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,fit_status_,int,,"0 if correctly fitted, 1 if the algorithm did not converge.",NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,probA_,ndarray of shape (n_classes * (n_classes - 1) / 2,,,NuSVC,<class 'sklearn.svm._classes.NuSVC'>
Attributes,probB_,ndarray of shape (n_classes * (n_classes - 1) / 2,,"If `probability=True`, it corresponds to the parameters learned in Platt scaling to produce probability estimates from decision values. If `probability=False`, it's an empty array. Platt scaling uses the logistic function ``1 / (1 + exp(decision_value * probA_ + probB_))`` where ``probA_`` and ``probB_`` are learned from the dataset [2]_. For more information on the multiclass case and training procedure see section 8 of [1]_.",NuSVC,<class 'sklearn.svm._classes.NuSVC'>
